time_s,x_m,y_m,vx_m_s,vy_m_s,radius_m,speed_m_s,acceleration_m_s2,specific_energy_J_kg,angular_momentum_m2_s
36662.8590231,-62888926.7547,96686544.708,-2334.30180498,1313.08111585,115339954.205,2678.27312527,0.0299626704435,130680.429969,143117313712
36887.7845385,-63413557.5324,96981254.8031,-2330.6373165,1307.46201538,115873392.382,2672.32618195,0.0296874313823,130680.225997,143117313712
37112.710054,-63937366.3543,97274707.8435,-2326.99304873,1301.90309679,116405994.701,2666.42988324,0.0294163899677,130680.026424,143117313712
37337.6355695,-64460357.7544,97566917.2534,-2323.36887532,1296.40337111,116937765.774,2660.58351333,0.0291494579362,130679.831132,143117313712
37562.561085,-64982536.2381,97857896.2366,-2319.764669,1290.96187095,117468710.182,2654.78637027,0.0288865493682,130679.640008,143117313712
37787.4866005,-65503906.2823,98147657.7819,-2316.1803017,1285.57764995,117998832.479,2649.03776569,0.0286275806135,130679.452944,143117313712
38012.4121159,-66024472.3347,98436214.6678,-2312.61564463,1280.24978222,118528137.188,2643.33702442,0.0283724702193,130679.269832,143117313712
38237.3376314,-66544238.8143,98723579.4663,-2309.07056842,1274.97736175,119056628.803,2637.68348421,0.0281211388608,130679.09057,143117313712
38462.2631469,-67063210.1105,99009764.5484,-2305.54494316,1269.75950191,119584311.79,2632.0764954,0.0278735092745,130678.915058,143117313712
38687.1886624,-67581390.5839,99294782.0874,-2302.03863858,1264.59533497,120111190.582,2626.51542062,0.0276295061942,130678.7432,143117313712
38912.1141778,-68098784.5654,99578644.0636,-2298.55152407,1259.48401154,120637269.585,2620.99963451,0.0273890562886,130678.574902,143117313712
39137.0396933,-68615396.3567,99861362.2684,-2295.08346876,1254.42470012,121162553.173,2615.52852342,0.0271520881016,130678.410072,143117313712
39361.9652088,-69131230.2299,100142948.308,-2291.63434164,1249.41658665,121687045.691,2610.10148516,0.0269185319948,130678.248623,143117313712
39586.8907243,-69646290.4278,100423413.608,-2288.20401162,1244.45887404,122210751.454,2604.71792868,0.0266883200922,130678.090468,143117313712
39811.8162398,-70160581.1636,100702769.416,-2284.79234756,1239.55078172,122733674.748,2599.37727388,0.026461386226,130677.935526,143117313712
40036.7417552,-70674106.6209,100981026.805,-2281.39921838,1234.69154525,123255819.827,2594.07895129,0.0262376658854,130677.783715,143117313712
40261.6672707,-71186870.954,101258196.68,-2278.0244931,1229.88041587,123777190.916,2588.82240189,0.0260170961666,130677.634958,143117313712
40486.5927862,-71698878.2877,101534289.778,-2274.66804091,1225.11666014,124297792.211,2583.6070768,0.0257996157247,130677.489177,143117313712
40711.5183017,-72210132.7173,101809316.673,-2271.3297312,1220.39955951,124817627.875,2578.4324371,0.0255851647271,130677.346301,143117313712
40936.4438172,-72720638.3089,102083287.778,-2268.00943362,1215.72840998,125336702.046,2573.29795357,0.0253736848086,130677.206256,143117313712
41161.3693326,-73230399.0992,102356213.351,-2264.70701815,1211.10252173,125855018.827,2568.20310649,0.0251651190286,130677.068975,143117313712
